cell;ultimo_dia_mayor_1;FA
NTC042B;29/5/2020;0.1
NUC010C;27/5/2020;0.1
NUE090O;29/5/2020;0.1
NVE007A;28/5/2020;0.1
NXC020A;30/5/2020;0.1
NXC040A;1/6/2020;0.1
NXC040C;30/5/2020;0.1
NXC042B;1/6/2020;0.1
NXC046A;27/5/2020;0.1
NXC104A;31/5/2020;0.1
NXC110A;28/5/2020;0.1
NXC110C;29/5/2020;0.1
NXC127B;1/6/2020;0.1
NXC128A;27/5/2020;0.1
NXC128B;1/6/2020;0.1
NXC309A;1/6/2020;0.1
NXC309C;1/6/2020;0.1
NXW097B;30/5/2020;0.1
NZC017C;1/6/2020;0.1
OIS005A;29/5/2020;0.1
OJC075D;1/6/2020;0.1
OMC097C;28/5/2020;0.1
OMC308C;28/5/2020;0.1
OQC007B;1/6/2020;0.1
ORN016A;1/6/2020;0.1
OTC009A;1/6/2020;0.1
OTC014A;1/6/2020;0.1
OTC030C;29/5/2020;0.1
OUE131B;31/5/2020;0.1
OXC015B;30/5/2020;0.1
RN300L100MA2;1/6/2020;0.1
SF159L100MD2;29/5/2020;0.1
NJC215U;1/6/2020;0.1
MUW026A;31/5/2020;0.1
MNC005B;27/5/2020;0.1
BA538L100ME2;31/5/2020;0.1
BA541L100MB2;31/5/2020;0.1
BA542L100MA2;27/5/2020;0.1
BA559L100MA2;26/5/2020;0.1
BA576L100MA1;26/5/2020;0.1
CB075L100MC1;26/5/2020;0.1
CX060L100MC1;30/5/2020;0.1
LAC003C;1/6/2020;0.1
LAC006C;30/5/2020;0.1
LAC008A;29/5/2020;0.1
LAC020A;27/5/2020;0.1
LAC020B;31/5/2020;0.1
LAC025B;28/5/2020;0.1
LAC025C;1/6/2020;0.1
LAC026C;29/5/2020;0.1
LAC035A;31/5/2020;0.1
LAC036B;28/5/2020;0.1
LAC046A;28/5/2020;0.1
LAC301C;29/5/2020;0.1
LAC304A;29/5/2020;0.1
LAC304B;29/5/2020;0.1
LAN003A;29/5/2020;0.1
LAN003B;1/6/2020;0.1
LAN005C;27/5/2020;0.1
LAN013C;27/5/2020;0.1
LAN014A;28/5/2020;0.1
LAN014C;29/5/2020;0.1
LAN046A;27/5/2020;0.1
LAN046B;1/6/2020;0.1
LAN061A;31/5/2020;0.1
LAW325C;30/5/2020;0.1
LBA003B;27/5/2020;0.1
LBA003C;27/5/2020;0.1
LBA003D;27/5/2020;0.1
LBA021A;27/5/2020;0.1
LBB002A;30/5/2020;0.1
LBB002X;28/5/2020;0.1
LBC044B;26/5/2020;0.1
LBH005C;27/5/2020;0.1
LBH019Z;31/5/2020;0.1
LBH081B;27/5/2020;0.1
LBH081C;27/5/2020;0.1
LBH097C;27/5/2020;0.1
LBL002A;1/6/2020;0.1
LBL002C;28/5/2020;0.1
LBM014C;28/5/2020;0.1
LBM033B;27/5/2020;0.1
LBM033C;27/5/2020;0.1
LBM536B;27/5/2020;0.1
LBT044B;27/5/2020;0.1
LBT046B;26/5/2020;0.1
LBT102A;26/5/2020;0.1
LBT102B;26/5/2020;0.1
LDN035C;27/5/2020;0.1
LEE001A;27/5/2020;0.1
LEE001B;27/5/2020;0.1
LEE015B;27/5/2020;0.1
LEE041A;30/5/2020;0.1
LEN003B;30/5/2020;0.1
LGC001B;26/5/2020;0.1
LGC003C;31/5/2020;0.1
LGC004C;26/5/2020;0.1
LGC005B;29/5/2020;0.1
LGC005C;29/5/2020;0.1
LGC012C;1/6/2020;0.1
LGC014A;28/5/2020;0.1
LGC014C;27/5/2020;0.1
LGW005C;1/6/2020;0.1
LGW041B;27/5/2020;0.1
LGW048C;1/6/2020;0.1
LHC002B;31/5/2020;0.1
LHC004A;26/5/2020;0.1
LHC004B;26/5/2020;0.1
LHC004C;26/5/2020;0.1
LHC005B;27/5/2020;0.1
LHC005C;27/5/2020;0.1
LHC006A;26/5/2020;0.1
LHC011C;27/5/2020;0.1
LHC012B;26/5/2020;0.1
LHC012C;26/5/2020;0.1
LHC013B;26/5/2020;0.1
LHC017A;27/5/2020;0.1
LHC017B;27/5/2020;0.1
LHC017C;27/5/2020;0.1
LHC307B;27/5/2020;0.1
LHE002B;28/5/2020;0.1
LHE006B;27/5/2020;0.1
LHE020B;27/5/2020;0.1
LHE321A;26/5/2020;0.1
LHE321B;26/5/2020;0.1
LHE321C;26/5/2020;0.1
LIA030O;31/5/2020;0.1
LIA121O;29/5/2020;0.1
LIC002Y;31/5/2020;0.1
LIC004A;1/6/2020;0.1
LIC007B;31/5/2020;0.1
LIC009C;29/5/2020;0.1
LIC010B;26/5/2020;0.1
LIC014C;29/5/2020;0.1
LIC015A;26/5/2020;0.1
LIC017A;1/6/2020;0.1
LIC019A;1/6/2020;0.1
LIC019B;1/6/2020;0.1
LIC019C;1/6/2020;0.1
LIC308C;1/6/2020;0.1
LIN001C;1/6/2020;0.1
LIN002B;27/5/2020;0.1
LIN007O;31/5/2020;0.1
LJC002C;28/5/2020;0.1
LJC008C;27/5/2020;0.1
LJC010A;1/6/2020;0.1
LJC010B;1/6/2020;0.1
LJC023B;27/5/2020;0.1
LJC024A;28/5/2020;0.1
LJC029A;1/6/2020;0.1
LJC030C;29/5/2020;0.1
LJC034A;26/5/2020;0.1
LJC034Y;27/5/2020;0.1
LJC038B;30/5/2020;0.1
LJC038Y;30/5/2020;0.1
LJC042X;26/5/2020;0.1
LJC048A;31/5/2020;0.1
LJC053B;1/6/2020;0.1
LJC055A;29/5/2020;0.1
LJC057B;26/5/2020;0.1
LJC101B;30/5/2020;0.1
LJC302A;31/5/2020;0.1
LJC304B;1/6/2020;0.1
LJC333A;29/5/2020;0.1
LJC335A;1/6/2020;0.1
LJS038A;31/5/2020;0.1
LMC013B;1/6/2020;0.1
LMC015C;31/5/2020;0.1
LMC018B;27/5/2020;0.1
LMC020C;1/6/2020;0.1
LMC049A;29/5/2020;0.1
LMC054A;1/6/2020;0.1
LMC061A;1/6/2020;0.1
LMC063A;28/5/2020;0.1
LMC064A;30/5/2020;0.1
LMC064B;30/5/2020;0.1
LMC064C;30/5/2020;0.1
LMC065X;30/5/2020;0.1
LMC072A;28/5/2020;0.1
LMC072X;27/5/2020;0.1
LMC072Z;28/5/2020;0.1
LMC076C;28/5/2020;0.1
LMC077B;26/5/2020;0.1
LMC091C;31/5/2020;0.1
LMC092A;1/6/2020;0.1
LMC095B;1/6/2020;0.1
LMC098A;26/5/2020;0.1
LMC103Y;29/5/2020;0.1
LMC171A;30/5/2020;0.1
LMC205U;29/5/2020;0.1
LMC305A;27/5/2020;0.1
LMC307Z;30/5/2020;0.1
LMC310C;31/5/2020;0.1
LMC316X;27/5/2020;0.1
LMC316Y;26/5/2020;0.1
LMC322A;30/5/2020;0.1
LMC322B;26/5/2020;0.1
LMC327B;27/5/2020;0.1
LMC327C;31/5/2020;0.1
LMN042C;26/5/2020;0.1
LMN044C;26/5/2020;0.1
LMN078A;1/6/2020;0.1
LMN078B;30/5/2020;0.1
LMN092C;26/5/2020;0.1
LMN358B;28/5/2020;0.1
LMS004A;31/5/2020;0.1
LMS010A;26/5/2020;0.1
LMS010B;31/5/2020;0.1
LMS011B;29/5/2020;0.1
LMS012C;29/5/2020;0.1
LMS014B;26/5/2020;0.1
LMS019B;28/5/2020;0.1
LMS026C;28/5/2020;0.1
LMS029A;27/5/2020;0.1
LMS029B;31/5/2020;0.1
LMS051B;26/5/2020;0.1
LMS051C;30/5/2020;0.1
LMS304B;31/5/2020;0.1
LNC003C;27/5/2020;0.1
LNC004A;31/5/2020;0.1
LNC004C;27/5/2020;0.1
LNC005B;31/5/2020;0.1
LNC008A;1/6/2020;0.1
LNC008B;1/6/2020;0.1
LNC011C;29/5/2020;0.1
LNC013A;27/5/2020;0.1
LNC015A;30/5/2020;0.1
LNC020B;27/5/2020;0.1
LNC020C;27/5/2020;0.1
LNC021B;27/5/2020;0.1
LNC021C;30/5/2020;0.1
LNC023B;27/5/2020;0.1
LNC302A;29/5/2020;0.1
LNW001B;30/5/2020;0.1
LNW001C;26/5/2020;0.1
LNW008B;26/5/2020;0.1
LOC002A;26/5/2020;0.1
LOC002B;31/5/2020;0.1
LOC003A;1/6/2020;0.1
LOC005B;28/5/2020;0.1
LOC006B;30/5/2020;0.1
LOC008A;1/6/2020;0.1
LOC012C;29/5/2020;0.1
LOC013A;30/5/2020;0.1
LOC013B;1/6/2020;0.1
LOC015B;31/5/2020;0.1
LPC001B;27/5/2020;0.1
LPC001C;27/5/2020;0.1
LPC002B;29/5/2020;0.1
LPC004A;27/5/2020;0.1
LPC011C;27/5/2020;0.1
LPC310C;31/5/2020;0.1
LQC002B;1/6/2020;0.1
LQC002C;31/5/2020;0.1
LQC011A;30/5/2020;0.1
LQC012C;30/5/2020;0.1
LQC014B;27/5/2020;0.1
LQC014C;29/5/2020;0.1
LQC023A;27/5/2020;0.1
LQC023C;27/5/2020;0.1
LQC024A;31/5/2020;0.1
LQC044B;30/5/2020;0.1
LQC045B;1/6/2020;0.1
LQC048B;28/5/2020;0.1
LQC050A;30/5/2020;0.1
LQC050C;28/5/2020;0.1
LQC052A;27/5/2020;0.1
LQC054A;26/5/2020;0.1
LQC076B;1/6/2020;0.1
LQC138A;30/5/2020;0.1
LQC201U;29/5/2020;0.1
LQC303A;1/6/2020;0.1
LQC349A;30/5/2020;0.1
LQC374A;28/5/2020;0.1
LQE004B;28/5/2020;0.1
LQE004Z;30/5/2020;0.1
LQE008C;31/5/2020;0.1
LQE021B;26/5/2020;0.1
LQE059A;31/5/2020;0.1
LQE059B;31/5/2020;0.1
LQE059C;31/5/2020;0.1
LQN036A;31/5/2020;0.1
LQS007O;26/5/2020;0.1
LQS011Z;31/5/2020;0.1
LQS012B;31/5/2020;0.1
LQS312O;30/5/2020;0.1
LQW007B;26/5/2020;0.1
LQW013Y;1/6/2020;0.1
LRC010A;29/5/2020;0.1
LRC010B;26/5/2020;0.1
LRC010X;28/5/2020;0.1
LRC017B;1/6/2020;0.1
LRE007C;26/5/2020;0.1
LRN003B;30/5/2020;0.1
LRN004C;29/5/2020;0.1
LRN005C;1/6/2020;0.1
LRN014C;31/5/2020;0.1
LRN022B;1/6/2020;0.1
LRN030P;28/5/2020;0.1
LRN037A;31/5/2020;0.1
LRN042C;30/5/2020;0.1
LRN045A;31/5/2020;0.1
LRN056C;31/5/2020;0.1
LRN073C;31/5/2020;0.1
LRN076C;31/5/2020;0.1
LRN171Y;31/5/2020;0.1
LRN343C;28/5/2020;0.1
LRS004B;27/5/2020;0.1
LRS022A;31/5/2020;0.1
LRS033B;31/5/2020;0.1
LRS033C;28/5/2020;0.1
LRS034C;27/5/2020;0.1
LRS037B;29/5/2020;0.1
LRS038B;26/5/2020;0.1
LRS040Y;31/5/2020;0.1
LSN004U;1/6/2020;0.1
LSN118B;29/5/2020;0.1
LSN136A;27/5/2020;0.1
LSN137A;1/6/2020;0.1
LSR501U;29/5/2020;0.1
LTC005A;27/5/2020;0.1
LTC005B;28/5/2020;0.1
LTC008A;26/5/2020;0.1
LTC008C;29/5/2020;0.1
LTC009B;31/5/2020;0.1
LTC012A;27/5/2020;0.1
LTC012B;27/5/2020;0.1
LTC012C;27/5/2020;0.1
LTC013A;31/5/2020;0.1
LTC013C;28/5/2020;0.1
LTC015B;29/5/2020;0.1
LTC015C;29/5/2020;0.1
LTC021B;28/5/2020;0.1
LTC021C;30/5/2020;0.1
LTC022A;30/5/2020;0.1
LTC022B;30/5/2020;0.1
LTC029C;1/6/2020;0.1
LTC034C;30/5/2020;0.1
LTC036B;28/5/2020;0.1
LTC038A;31/5/2020;0.1
LTC040B;26/5/2020;0.1
LTC040C;26/5/2020;0.1
LTC049B;31/5/2020;0.1
LTC051A;1/6/2020;0.1
LTC059C;29/5/2020;0.1
LTC075B;29/5/2020;0.1
LTE013A;31/5/2020;0.1
LTE025A;31/5/2020;0.1
LTN003A;27/5/2020;0.1
LTN003B;27/5/2020;0.1
LTN003C;27/5/2020;0.1
LTN005A;1/6/2020;0.1
LTN009B;27/5/2020;0.1
LTN009C;26/5/2020;0.1
LTN013B;29/5/2020;0.1
LUE005B;28/5/2020;0.1
LUE015Z;31/5/2020;0.1
LUE017C;30/5/2020;0.1
LUE024Y;26/5/2020;0.1
LUE039C;29/5/2020;0.1
LUE048C;30/5/2020;0.1
LUE049B;29/5/2020;0.1
LUE049Z;28/5/2020;0.1
LUE056A;27/5/2020;0.1
LUE062C;1/6/2020;0.1
LUE064C;27/5/2020;0.1
LUE070A;31/5/2020;0.1
LUE070B;30/5/2020;0.1
LUE086C;28/5/2020;0.1
LUE090O;29/5/2020;0.1
LUE121A;1/6/2020;0.1
LUE202U;30/5/2020;0.1
LUE302A;1/6/2020;0.1
LUE302X;31/5/2020;0.1
LUE315A;1/6/2020;0.1
LUE322C;1/6/2020;0.1
LUW014B;1/6/2020;0.1
LUW015A;27/5/2020;0.1
LUW028C;31/5/2020;0.1
LVC001C;27/5/2020;0.1
LVC004B;30/5/2020;0.1
LVC023A;28/5/2020;0.1
LVC029A;1/6/2020;0.1
LVC029B;29/5/2020;0.1
LVC030P;27/5/2020;0.1
LVC307A;27/5/2020;0.1
LVC307B;29/5/2020;0.1
LVC314B;29/5/2020;0.1
LVE007B;26/5/2020;0.1
LVN003A;31/5/2020;0.1
LVN003C;31/5/2020;0.1
LVN004A;29/5/2020;0.1
LVN004C;29/5/2020;0.1
LVN008C;26/5/2020;0.1
LVW006P;27/5/2020;0.1
LVW033O;31/5/2020;0.1
LVW303O;29/5/2020;0.1
LWC001A;27/5/2020;0.1
LWC001C;27/5/2020;0.1
LWC004C;27/5/2020;0.1
LWC005A;27/5/2020;0.1
LWC006B;27/5/2020;0.1
LWC006C;26/5/2020;0.1
LWC007B;27/5/2020;0.1
LWC007C;27/5/2020;0.1
LWC011B;28/5/2020;0.1
LWC012C;31/5/2020;0.1
LWC014A;29/5/2020;0.1
LWC015B;31/5/2020;0.1
LWC015C;31/5/2020;0.1
LWC016C;27/5/2020;0.1
LWC020C;27/5/2020;0.1
LWC021B;27/5/2020;0.1
LWC021C;27/5/2020;0.1
LWC022B;26/5/2020;0.1
LWC023A;27/5/2020;0.1
LWC026C;27/5/2020;0.1
LWC028C;31/5/2020;0.1
LWC029C;30/5/2020;0.1
LWC301A;26/5/2020;0.1
LWC302A;27/5/2020;0.1
LWC310A;26/5/2020;0.1
LWS003B;28/5/2020;0.1
LWS005A;27/5/2020;0.1
LWW025A;27/5/2020;0.1
LX0004A;29/5/2020;0.1
LXC003B;30/5/2020;0.1
LXC004B;30/5/2020;0.1
LXC005A;27/5/2020;0.1
LXC007A;27/5/2020;0.1
LXC007C;27/5/2020;0.1
LXC008C;29/5/2020;0.1
LXC011A;29/5/2020;0.1
LXC012A;1/6/2020;0.1
LXC018B;26/5/2020;0.1
LXC020A;27/5/2020;0.1
LXC040C;28/5/2020;0.1
LXC041C;31/5/2020;0.1
LXC042C;1/6/2020;0.1
LXC043A;27/5/2020;0.1
LXC043B;26/5/2020;0.1
LXC043C;27/5/2020;0.1
LXC046A;27/5/2020;0.1
LXC048C;26/5/2020;0.1
LXC053C;1/6/2020;0.1
LXC055C;28/5/2020;0.1
LXC056C;26/5/2020;0.1
LXC057C;29/5/2020;0.1
LXC068A;30/5/2020;0.1
LXC069A;1/6/2020;0.1
LXC069C;27/5/2020;0.1
LXC102C;27/5/2020;0.1
LXC110A;1/6/2020;0.1
LXC112C;29/5/2020;0.1
LXC116B;30/5/2020;0.1
LXC121B;29/5/2020;0.1
LXC122B;27/5/2020;0.1
LXC127A;30/5/2020;0.1
LXC139C;31/5/2020;0.1
LXC142B;29/5/2020;0.1
LXC159A;27/5/2020;0.1
LXC167C;28/5/2020;0.1
LXC172A;31/5/2020;0.1
LXC174A;27/5/2020;0.1
LXC174B;31/5/2020;0.1
LXC175C;27/5/2020;0.1
LXC176C;31/5/2020;0.1
LXC179A;30/5/2020;0.1
LXC181B;1/6/2020;0.1
LXC302C;27/5/2020;0.1
LXC305A;31/5/2020;0.1
LXC306C;29/5/2020;0.1
LXC320B;1/6/2020;0.1
LXC320C;1/6/2020;0.1
LXC322C;30/5/2020;0.1
LXC323A;26/5/2020;0.1
LXC347B;27/5/2020;0.1
LXC350B;27/5/2020;0.1
LXC364A;28/5/2020;0.1
LXC364B;29/5/2020;0.1
LXC505B;26/5/2020;0.1
LXC607B;26/5/2020;0.1
LXC615A;29/5/2020;0.1
LXN004C;1/6/2020;0.1
LXN017A;27/5/2020;0.1
LXN019A;31/5/2020;0.1
LXN087A;31/5/2020;0.1
LXS089A;29/5/2020;0.1
LXS089C;29/5/2020;0.1
LXS095B;1/6/2020;0.1
LXW008C;28/5/2020;0.1
LXW009B;1/6/2020;0.1
LXW018C;27/5/2020;0.1
LXW028C;26/5/2020;0.1
LXW066B;1/6/2020;0.1
LXW079B;29/5/2020;0.1
LXW095C;27/5/2020;0.1
LXW096C;1/6/2020;0.1
LXW104A;28/5/2020;0.1
LXW161C;31/5/2020;0.1
LXW164A;28/5/2020;0.1
LXW305A;31/5/2020;0.1
LXW305B;27/5/2020;0.1
LYC003A;31/5/2020;0.1
LYC004A;29/5/2020;0.1
LYC005A;30/5/2020;0.1
LYC010B;26/5/2020;0.1
LYC026A;30/5/2020;0.1
LYC026C;29/5/2020;0.1
LYE001A;27/5/2020;0.1
LYE001C;29/5/2020;0.1
LZC001B;30/5/2020;0.1
LZC004C;31/5/2020;0.1
LZC009B;27/5/2020;0.1
LZC017C;26/5/2020;0.1
LZC021A;30/5/2020;0.1
LZC023B;27/5/2020;0.1
MAC008B;31/5/2020;0.1
MAC014A;29/5/2020;0.1
MAC017A;29/5/2020;0.1
MAC021B;29/5/2020;0.1
MAC027C;28/5/2020;0.1
MAN003B;29/5/2020;0.1
MAN349C;30/5/2020;0.1
MAW005A;28/5/2020;0.1
MAW005B;28/5/2020;0.1
MAW008C;26/5/2020;0.1
MBC009B;26/5/2020;0.1
MBC044A;26/5/2020;0.1
MBH010C;29/5/2020;0.1
MBL002B;31/5/2020;0.1
MBL024A;26/5/2020;0.1
ME096L100MA1;31/5/2020;0.1
ME174L100MC1;28/5/2020;0.1
MGN007A;28/5/2020;0.1
MGN007B;28/5/2020;0.1
MHC021B;26/5/2020;0.1
MHC021C;26/5/2020;0.1
MHE020B;28/5/2020;0.1
MHE321A;26/5/2020;0.1
MHE321B;26/5/2020;0.1
MHE321C;26/5/2020;0.1
MIC009A;30/5/2020;0.1
MIC010B;26/5/2020;0.1
MIC010C;26/5/2020;0.1
MIN010A;30/5/2020;0.1
MIN010B;26/5/2020;0.1
MJC004B;28/5/2020;0.1
MJC022C;26/5/2020;0.1
MJC031A;30/5/2020;0.1
MJC047A;29/5/2020;0.1
MJC101A;26/5/2020;0.1
MJC332B;29/5/2020;0.1
MMC003B;27/5/2020;0.1
MMC024A;30/5/2020;0.1
MMC024C;29/5/2020;0.1
MMC044C;29/5/2020;0.1
MMC049A;29/5/2020;0.1
MMC049B;29/5/2020;0.1
MMC049C;29/5/2020;0.1
MMC064A;30/5/2020;0.1
MMC065A;27/5/2020;0.1
MMC065C;31/5/2020;0.1
MMC066B;27/5/2020;0.1
MMC078B;29/5/2020;0.1
MMC086C;29/5/2020;0.1
MMC098B;30/5/2020;0.1
MMC098C;29/5/2020;0.1
MMC196A;28/5/2020;0.1
MMC316C;29/5/2020;0.1
MMC355A;27/5/2020;0.1
MMN027C;29/5/2020;0.1
MMN041A;29/5/2020;0.1
MMN092A;26/5/2020;0.1
MMN092B;26/5/2020;0.1
MMN092C;26/5/2020;0.1
MMS011A;28/5/2020;0.1
MMS011B;29/5/2020;0.1
MOC008B;26/5/2020;0.1
MOC008C;28/5/2020;0.1
MOC013B;28/5/2020;0.1
MOC015C;31/5/2020;0.1
MPC004A;27/5/2020;0.1
MPC004B;1/6/2020;0.1
MPC004C;27/5/2020;0.1
MQC002A;31/5/2020;0.1
MQC138B;31/5/2020;0.1
MQC147A;29/5/2020;0.1
MQC354A;30/5/2020;0.1
MQE051B;31/5/2020;0.1
MQE051C;31/5/2020;0.1
MQE053C;31/5/2020;0.1
MQN036B;28/5/2020;0.1
MQS002B;29/5/2020;0.1
MQS012A;28/5/2020;0.1
MQS012C;27/5/2020;0.1
MQS030O;27/5/2020;0.1
MQS031O;26/5/2020;0.1
MQS050O;29/5/2020;0.1
MQS311O;29/5/2020;0.1
MRE008A;27/5/2020;0.1
MRN018A;29/5/2020;0.1
MRN021B;27/5/2020;0.1
MRN063A;30/5/2020;0.1
MRN063B;30/5/2020;0.1
MRN066C;30/5/2020;0.1
MRN068B;27/5/2020;0.1
MRN305A;28/5/2020;0.1
MRN344A;27/5/2020;0.1
MRS003C;1/6/2020;0.1
MRS126A;31/5/2020;0.1
MRS308C;30/5/2020;0.1
MRS314C;28/5/2020;0.1
MSE005A;27/5/2020;0.1
MTC001C;29/5/2020;0.1
MTC007A;30/5/2020;0.1
MTC011A;30/5/2020;0.1
MTC011C;29/5/2020;0.1
MTC014A;27/5/2020;0.1
MTC014C;27/5/2020;0.1
MTC017B;30/5/2020;0.1
MTC019C;29/5/2020;0.1
MTC040A;27/5/2020;0.1
MTE029A;30/5/2020;0.1
MUE005A;26/5/2020;0.1
MUE005B;28/5/2020;0.1
MUE014C;26/5/2020;0.1
MUE040B;28/5/2020;0.1
MUE041B;27/5/2020;0.1
MUE041C;28/5/2020;0.1
MUE048B;30/5/2020;0.1
MUE051C;26/5/2020;0.1
MUE077A;1/6/2020;0.1
MUE088B;30/5/2020;0.1
MUE322C;1/6/2020;0.1
MUW015A;27/5/2020;0.1
MUW018C;28/5/2020;0.1
MVC307A;26/5/2020;0.1
MVE008B;29/5/2020;0.1
MVE011A;31/5/2020;0.1
MVE015B;30/5/2020;0.1
MWC005C;27/5/2020;0.1
MXC006A;29/5/2020;0.1
MXC015B;31/5/2020;0.1
MXC032B;26/5/2020;0.1
MXC127B;1/6/2020;0.1
MXC132A;29/5/2020;0.1
MXC132B;1/6/2020;0.1
MXC174B;26/5/2020;0.1
MXS004C;28/5/2020;0.1
MXS008B;28/5/2020;0.1
MXS089A;29/5/2020;0.1
MXS089C;29/5/2020;0.1
MXS131B;31/5/2020;0.1
MXW135A;30/5/2020;0.1
MZC008A;29/5/2020;0.1
MZC015A;26/5/2020;0.1
MZC020A;29/5/2020;0.1
MZC024B;1/6/2020;0.1
NAC002C;29/5/2020;0.1
NAC025A;29/5/2020;0.1
NAC026A;29/5/2020;0.1
NAC027A;28/5/2020;0.1
NAC027B;27/5/2020;0.1
NAC301C;31/5/2020;0.1
NHC021C;26/5/2020;0.1
NHE020B;28/5/2020;0.1
NHE020C;28/5/2020;0.1
NIC002C;27/5/2020;0.1
NIC021B;30/5/2020;0.1
NIC024B;31/5/2020;0.1
NIN001A;30/5/2020;0.1
NIN025B;26/5/2020;0.1
NJC002C;29/5/2020;0.1
NJC005A;26/5/2020;0.1
NJC010B;28/5/2020;0.1
NJC026C;28/5/2020;0.1
NJC201U;28/5/2020;0.1
NOC001B;27/5/2020;0.1
NOC001C;27/5/2020;0.1
NOC004A;31/5/2020;0.1
NOC006C;27/5/2020;0.1
NOC008A;30/5/2020;0.1
NOC013B;28/5/2020;0.1
NOC013C;30/5/2020;0.1
NQC011C;28/5/2020;0.1
NQC044C;27/5/2020;0.1
NQC048A;29/5/2020;0.1
NQC056C;31/5/2020;0.1
NQC076A;28/5/2020;0.1
NQC076C;28/5/2020;0.1
NQC374C;1/6/2020;0.1
NQS029O;27/5/2020;0.1
NRC066A;28/5/2020;0.1
NRE011B;31/5/2020;0.1
NRE016A;27/5/2020;0.1
NRE023C;30/5/2020;0.1
NRE064A;28/5/2020;0.1
NRN001A;31/5/2020;0.1
NRN014B;1/6/2020;0.1
NRN042A;31/5/2020;0.1
NRN077C;29/5/2020;0.1
NRS027C;27/5/2020;0.1
NRS126A;29/5/2020;0.1
NRS201U;30/5/2020;0.1
NRS314C;29/5/2020;0.1
NTC002A;30/5/2020;0.1
NTC009C;31/5/2020;0.1
NTC011C;30/5/2020;0.1
NTC014B;27/5/2020;0.1
NTC016B;28/5/2020;0.1
NTC017A;1/6/2020;0.1
NTC018A;31/5/2020;0.1
NTC018B;26/5/2020;0.1
NTC041C;29/5/2020;0.1
NTE001A;1/6/2020;0.1
NUE019A;1/6/2020;0.1
NUE019B;31/5/2020;0.1
NUE077A;29/5/2020;0.1
NUE207U;27/5/2020;0.1
NVE007B;26/5/2020;0.1
NVE012B;26/5/2020;0.1
NVN003A;31/5/2020;0.1
NVN003C;31/5/2020;0.1
NVN008A;26/5/2020;0.1
NVN008C;26/5/2020;0.1
NWN306A;27/5/2020;0.1
NXC003A;1/6/2020;0.1
NXC048C;1/6/2020;0.1
NXC056B;26/5/2020;0.1
NXC126B;31/5/2020;0.1
NXC126C;31/5/2020;0.1
NXC128C;30/5/2020;0.1
NXC174A;30/5/2020;0.1
NXC174B;30/5/2020;0.1
NXC347B;31/5/2020;0.1
NXC411C;30/5/2020;0.1
NXC615B;26/5/2020;0.1
NXN009A;28/5/2020;0.1
NXS004C;26/5/2020;0.1
NXW011C;1/6/2020;0.1
NZC001A;28/5/2020;0.1
NZC008B;26/5/2020;0.1
NZC024B;27/5/2020;0.1
OAC014A;29/5/2020;0.1
OAC607A;29/5/2020;0.1
OAC607C;29/5/2020;0.1
OIC001A;30/5/2020;0.1
OJC052B;30/5/2020;0.1
OJC332A;26/5/2020;0.1
OMC002C;30/5/2020;0.1
OMC027C;26/5/2020;0.1
OMC039C;31/5/2020;0.1
OMC048C;1/6/2020;0.1
OMC095A;27/5/2020;0.1
OMC305A;29/5/2020;0.1
OQC052B;1/6/2020;0.1
OQC074C;29/5/2020;0.1
OQC149C;29/5/2020;0.1
OQC303C;28/5/2020;0.1
OQS004C;29/5/2020;0.1
ORN004C;1/6/2020;0.1
ORN042B;31/5/2020;0.1
ORS008A;31/5/2020;0.1
ORS027B;31/5/2020;0.1
OTC009C;26/5/2020;0.1
OTC014B;27/5/2020;0.1
OTC030B;29/5/2020;0.1
OTC039B;27/5/2020;0.1
OTE001B;26/5/2020;0.1
OUE019B;31/5/2020;0.1
OUE077A;31/5/2020;0.1
OXC010B;1/6/2020;0.1
OXC015C;27/5/2020;0.1
RCMRSHN13;1/6/2020;0.1
RCORSHN13;26/5/2020;0.1
SF027L100MB2;30/5/2020;0.1
SF167L100MA2;31/5/2020;0.1
USARSHN12;30/5/2020;0.1
MUW026B;31/5/2020;0.1
NNC005C;27/5/2020;0.1
LXW368B;29/5/2020;0.1
NXW368A;29/5/2020;0.1
NNC009C;1/6/2020;0.1
BA535L100MA1;;0.1
BA535L100MA2;;0.1
BA535L100MB1;;0.1
BA535L100MC1;;0.1
BA538L100MD2;;0.1
BA570L100MA1;;0.1
BA570L100MB1;;0.1
BA575L100MA1;;0.1
BA575L100MB1;;0.1
BA575L100MC1;;0.1
BA575L100MD1;;0.1
BA576L100MB1;;0.1
BA576L100MC1;;0.1
CX049L100MD2;;0.1
CX049L100MF2;;0.1
CX051L100MB2;;0.1
CX051L100MC2;;0.1
CX060L100MA2;;0.1
LAC002A;;0.1
LAC002B;;0.1
LAC006A;;0.1
LAC008B;;0.1
LAC008C;;0.1
LAC017A;;0.1
LAC018A;;0.1
LAC018C;;0.1
LAC021B;;0.1
LAC021C;;0.1
LAC023A;;0.1
LAC023C;;0.1
LAC025A;;0.1
LAC026A;;0.1
LAC026B;;0.1
LAC027B;;0.1
LAC027C;;0.1
LAC036C;;0.1
LAC045A;;0.1
LAC045B;;0.1
LAC045C;;0.1
LAC301A;;0.1
LAC304C;;0.1
LAC305B;;0.1
LAC309A;;0.1
LAC607B;;0.1
LAN006C;;0.1
LAN046C;;0.1
LAN048C;;0.1
LAS001B;;0.1
