cell;ultimo_dia_mayor_1;FA
LBA038A;;0.1
LBA038B;;0.1
LBA038C;;0.1
LBB002B;;0.1
LBB016C;;0.1
LBB016Z;;0.1
LBB064C;;0.1
LBB068A;;0.1
LBB068B;;0.1
LBB316A;;0.1
LBB316B;;0.1
LBB372A;;0.1
LBC122A;;0.1
LBC122B;;0.1
LBC122C;;0.1
LBC312A;;0.1
LBC312C;;0.1
LBC339B;;0.1
LBH003X;;0.1
LBH003Y;;0.1
LBH005B;;0.1
LBH081A;;0.1
LBH303C;;0.1
LBM014A;;0.1
LBM014B;;0.1
LBM098A;;0.1
LBM398B;;0.1
LBM398C;;0.1
LBM500A;;0.1
LBM500B;;0.1
LBT044A;;0.1
LBT046C;;0.1
LEE041C;;0.1
LEE049C;;0.1
LEN003C;;0.1
LGC002A;;0.1
LGC002B;;0.1
LGC002C;;0.1
LGC003B;;0.1
LGC004A;;0.1
LGC005A;;0.1
LGC008A;;0.1
LGW001C;;0.1
LGW002B;;0.1
LGW002C;;0.1
LGW005A;;0.1
LGW040B;;0.1
LGW048A;;0.1
LGW051B;;0.1
LHC002C;;0.1
LHC003C;;0.1
LHC008B;;0.1
LHC008C;;0.1
LHC010A;;0.1
LHC010C;;0.1
LHC016A;;0.1
LHC019B;;0.1
LHC022B;;0.1
LHC022C;;0.1
LHC027C;;0.1
LHC029C;;0.1
LHE002A;;0.1
LHE002C;;0.1
LHE003A;;0.1
LHE020A;;0.1
LIC004B;;0.1
LIC005C;;0.1
LIC006O;;0.1
LIC008B;;0.1
LIC009B;;0.1
LIC010A;;0.1
LIC011B;;0.1
LIC011C;;0.1
LIC014B;;0.1
LIC015B;;0.1
LIC022B;;0.1
LIC024B;;0.1
LIC024C;;0.1
LIC025A;;0.1
LIC025C;;0.1
LIC308A;;0.1
LIC308B;;0.1
LIE001A;;0.1
LIE001C;;0.1
LIE006A;;0.1
LIE006B;;0.1
LIE006C;;0.1
LIN001B;;0.1
LIN005O;;0.1
LIN010B;;0.1
LIN025A;;0.1
LIN025B;;0.1
LIN025C;;0.1
LIN027O;;0.1
LIS005C;;0.1
LJ0001U;;0.1
LJC001A;;0.1
LJC001B;;0.1
LJC001C;;0.1
LJC002B;;0.1
LJC002X;;0.1
LJC002Y;;0.1
LJC002Z;;0.1
LJC003B;;0.1
LJC003C;;0.1
LJC004A;;0.1
LJC004B;;0.1
LJC004C;;0.1
LJC005A;;0.1
LJC005C;;0.1
LJC009B;;0.1
LJC010C;;0.1
LJC010X;;0.1
LJC010Y;;0.1
LJC011B;;0.1
LJC011C;;0.1
LJC018A;;0.1
LJC018B;;0.1
LJC018C;;0.1
LJC018X;;0.1
LJC018Y;;0.1
LJC018Z;;0.1
LJC019C;;0.1
LJC019X;;0.1
LJC022A;;0.1
LJC022B;;0.1
LJC023A;;0.1
LJC023C;;0.1
LJC023X;;0.1
LJC023Y;;0.1
LJC024B;;0.1
LJC024C;;0.1
LJC025C;;0.1
LJC026A;;0.1
LJC026B;;0.1
LJC027A;;0.1
LJC027B;;0.1
LJC028A;;0.1
LJC029B;;0.1
LJC029C;;0.1
LJC030B;;0.1
LJC030X;;0.1
LJC031A;;0.1
LJC031B;;0.1
LJC032A;;0.1
LJC032C;;0.1
LJC033B;;0.1
LJC034B;;0.1
LJC034C;;0.1
LJC034X;;0.1
LJC035A;;0.1
LJC036B;;0.1
LJC036C;;0.1
LJC038A;;0.1
LJC038X;;0.1
LJC038Z;;0.1
LJC042Y;;0.1
LJC042Z;;0.1
LJC047A;;0.1
LJC047B;;0.1
LJC047C;;0.1
LJC047Y;;0.1
LJC047Z;;0.1
LJC048B;;0.1
LJC050A;;0.1
LJC050B;;0.1
LJC050C;;0.1
LJC052A;;0.1
LJC052B;;0.1
LJC053A;;0.1
LJC054A;;0.1
LJC054B;;0.1
LJC054C;;0.1
LJC055B;;0.1
LJC055C;;0.1
LJC056A;;0.1
LJC056B;;0.1
LJC056C;;0.1
LJC057A;;0.1
LJC057C;;0.1
LJC101A;;0.1
LJC101C;;0.1
LJC146A;;0.1
LJC146B;;0.1
LJC207U;;0.1
LJC302C;;0.1
LJC303A;;0.1
LJC303B;;0.1
LJC303C;;0.1
LJC303Y;;0.1
LJC303Z;;0.1
LJC304A;;0.1
LJC322A;;0.1
LJC322B;;0.1
LJC322C;;0.1
LJC326B;;0.1
LJC326C;;0.1
LJC329B;;0.1
LJC329X;;0.1
LJC331A;;0.1
LJC331B;;0.1
LJC331C;;0.1
LJC332B;;0.1
LJC332C;;0.1
LJC337A;;0.1
LJC337B;;0.1
LJC337C;;0.1
LJC337X;;0.1
LJC337Y;;0.1
LJC337Z;;0.1
LJC338B;;0.1
LJC338C;;0.1
LJC339C;;0.1
LJC340B;;0.1
LJC340C;;0.1
LJC340X;;0.1
LJC340Z;;0.1
LJC341A;;0.1
LJC341C;;0.1
LJN001B;;0.1
LJN001C;;0.1
LJN011A;;0.1
LJN011B;;0.1
LJN011C;;0.1
LJS001A;;0.1
LJS001B;;0.1
LJS001C;;0.1
LJS003B;;0.1
LJS004B;;0.1
LJS007B;;0.1
LJS007C;;0.1
LJS013A;;0.1
LJS016Z;;0.1
LJS017C;;0.1
LJS027B;;0.1
LJS038B;;0.1
LJS307C;;0.1
LMC002A;;0.1
LMC002B;;0.1
LMC002C;;0.1
LMC003C;;0.1
LMC004A;;0.1
LMC004B;;0.1
LMC004C;;0.1
LMC005A;;0.1
LMC005B;;0.1
LMC005C;;0.1
LMC006A;;0.1
LMC006B;;0.1
LMC006C;;0.1
LMC006Y;;0.1
LMC006Z;;0.1
LMC010C;;0.1
LMC010X;;0.1
LMC010Y;;0.1
LMC012A;;0.1
LMC012B;;0.1
LMC012C;;0.1
LMC013A;;0.1
LMC013C;;0.1
LMC015A;;0.1
LMC015B;;0.1
LMC016A;;0.1
LMC016C;;0.1
LMC017A;;0.1
LMC017B;;0.1
LMC017C;;0.1
LMC017X;;0.1
LMC017Z;;0.1
LMC018A;;0.1
LMC019B;;0.1
LMC019C;;0.1
LMC023C;;0.1
LMC024B;;0.1
LMC024C;;0.1
LMC025A;;0.1
LMC025C;;0.1
LMC026A;;0.1
LMC026B;;0.1
LMC026C;;0.1
LMC027B;;0.1
LMC027C;;0.1
LMC028A;;0.1
LMC028B;;0.1
LMC028C;;0.1
LMC029A;;0.1
LMC029B;;0.1
LMC031A;;0.1
LMC031B;;0.1
LMC031C;;0.1
LMC032B;;0.1
LMC033A;;0.1
LMC033B;;0.1
LMC033C;;0.1
LMC034B;;0.1
LMC034C;;0.1
LMC035B;;0.1
LMC037A;;0.1
LMC037B;;0.1
LMC038A;;0.1
LMC038B;;0.1
LMC038C;;0.1
LMC039B;;0.1
LMC039C;;0.1
LMC041A;;0.1
LMC043C;;0.1
LMC044C;;0.1
LMC048B;;0.1
LMC048C;;0.1
LMC049X;;0.1
LMC049Z;;0.1
LMC050A;;0.1
LMC051A;;0.1
LMC051B;;0.1
LMC053A;;0.1
LMC053B;;0.1
LMC053C;;0.1
LMC054B;;0.1
LMC055B;;0.1
LMC055C;;0.1
LMC057A;;0.1
LMC057B;;0.1
LMC057C;;0.1
LMC058A;;0.1
LMC059A;;0.1
LMC059B;;0.1
LMC059C;;0.1
LMC059Z;;0.1
LMC060C;;0.1
LMC061C;;0.1
LMC063B;;0.1
LMC065A;;0.1
LMC068A;;0.1
LMC068B;;0.1
LMC068C;;0.1
LMC070A;;0.1
LMC070B;;0.1
LMC072B;;0.1
LMC072C;;0.1
LMC072Y;;0.1
LMC073A;;0.1
LMC073B;;0.1
LMC073C;;0.1
LMC074A;;0.1
LMC074B;;0.1
LMC074C;;0.1
LMC076A;;0.1
LMC076B;;0.1
LMC077A;;0.1
LMC077C;;0.1
LMC078A;;0.1
LMC078B;;0.1
LMC078C;;0.1
LMC079A;;0.1
LMC080B;;0.1
LMC083C;;0.1
LMC084A;;0.1
LMC084B;;0.1
LMC084C;;0.1
LMC084X;;0.1
LMC084Y;;0.1
LMC084Z;;0.1
LMC086X;;0.1
LMC086Z;;0.1
LMC091B;;0.1
LMC092C;;0.1
LMC093B;;0.1
LMC095A;;0.1
LMC095C;;0.1
LMC095X;;0.1
LMC095Y;;0.1
LMC097A;;0.1
LMC098C;;0.1
LMC103A;;0.1
LMC107B;;0.1
LMC107C;;0.1
LMC111A;;0.1
LMC111B;;0.1
LMC111C;;0.1
LMC112A;;0.1
LMC112B;;0.1
LMC147A;;0.1
LMC147B;;0.1
LMC147C;;0.1
LMC152B;;0.1
LMC152C;;0.1
LMC152Y;;0.1
LMC160C;;0.1
LMC169B;;0.1
LMC171B;;0.1
LMC171C;;0.1
LMC196A;;0.1
LMC196B;;0.1
LMC196C;;0.1
LMC207U;;0.1
LMC215U;;0.1
LMC301A;;0.1
LMC301C;;0.1
LMC305B;;0.1
LMC306B;;0.1
LMC307A;;0.1
LMC307B;;0.1
LMC307C;;0.1
LMC307X;;0.1
LMC308A;;0.1
LMC308B;;0.1
LMC308C;;0.1
LMC315B;;0.1
LMC315C;;0.1
LMC316A;;0.1
LMC316C;;0.1
LMC316Z;;0.1
LMC318A;;0.1
LMC318B;;0.1
LMC318C;;0.1
LMC318X;;0.1
LMC318Z;;0.1
LMC328A;;0.1
LMC328B;;0.1
LMC332A;;0.1
LMC332B;;0.1
LMC333B;;0.1
LMC345A;;0.1
LMC345B;;0.1
LMC348A;;0.1
LMC348B;;0.1
LMC348C;;0.1
LMC350A;;0.1
LMC350B;;0.1
LMC355A;;0.1
LMC355B;;0.1
LMC355C;;0.1
LMC359B;;0.1
LMC373A;;0.1
LMC373B;;0.1
LMC373C;;0.1
LMC373X;;0.1
LMC393A;;0.1
LMC393C;;0.1
LMC401A;;0.1
LMC401B;;0.1
LMN001B;;0.1
LMN004B;;0.1
LMN004C;;0.1
LMN005A;;0.1
LMN005B;;0.1
LMN005C;;0.1
LMN007B;;0.1
LMN016C;;0.1
LMN022B;;0.1
LMN025A;;0.1
LMN025Z;;0.1
LMN029C;;0.1
LMN037A;;0.1
LMN041B;;0.1
LMN042A;;0.1
LMN042Z;;0.1
LMN044A;;0.1
LMN054A;;0.1
LMN054B;;0.1
LMN054C;;0.1
LMN061B;;0.1
LMN071B;;0.1
LMN078Y;;0.1
LMN078Z;;0.1
LMN079A;;0.1
LMN079B;;0.1
LMN079C;;0.1
LMN149B;;0.1
LMN379A;;0.1
LMN379B;;0.1
LMN379C;;0.1
LMS002A;;0.1
LMS002C;;0.1
LMS003A;;0.1
LMS004B;;0.1
LMS004C;;0.1
LMS007A;;0.1
LMS007B;;0.1
LMS007C;;0.1
LMS009A;;0.1
LMS009B;;0.1
LMS009C;;0.1
LMS010C;;0.1
LMS011C;;0.1
LMS012A;;0.1
LMS012B;;0.1
LMS017A;;0.1
LMS017B;;0.1
LMS017C;;0.1
LMS019A;;0.1
LMS019C;;0.1
LMS020A;;0.1
LMS020B;;0.1
LMS020C;;0.1
LMS022B;;0.1
LMS022C;;0.1
LMS023A;;0.1
LMS023B;;0.1
LMS023C;;0.1
LMS025B;;0.1
LMS025C;;0.1
LMS030C;;0.1
LMS033A;;0.1
LMS033B;;0.1
LMS033C;;0.1
LMS034A;;0.1
LMS034C;;0.1
LMS036A;;0.1
LMS036B;;0.1
LMS038A;;0.1
LMS038B;;0.1
LMS038C;;0.1
LMS051A;;0.1
LMS062A;;0.1
LMS062B;;0.1
LMS062C;;0.1
LMS063A;;0.1
LMS063B;;0.1
LMS063C;;0.1
LMS137A;;0.1
LMS137C;;0.1
LMS304C;;0.1
LMS322A;;0.1
LMS322B;;0.1
LMS322C;;0.1
LNC005C;;0.1
LNC012C;;0.1
LNC015C;;0.1
LOC001A;;0.1
LOC001B;;0.1
LOC005A;;0.1
LOC007C;;0.1
LOC008B;;0.1
LOC008C;;0.1
LOC010A;;0.1
LOC010B;;0.1
LOC013C;;0.1
LOC014A;;0.1
LOC014C;;0.1
LOC015A;;0.1
LOE004B;;0.1
LOS001B;;0.1
LOS002B;;0.1
LOS002C;;0.1
LPC002A;;0.1
LPC005B;;0.1
LPC008A;;0.1
LPC008B;;0.1
LPC008C;;0.1
LPC018B;;0.1
LPC018C;;0.1
LQC001A;;0.1
LQC001B;;0.1
LQC002A;;0.1
LQC006A;;0.1
LQC007A;;0.1
LQC007B;;0.1
LQC007C;;0.1
LQC011X;;0.1
LQC012A;;0.1
LQC012B;;0.1
LQC013B;;0.1
LQC014A;;0.1
LQC021A;;0.1
LQC021C;;0.1
LQC024B;;0.1
LQC037A;;0.1
LQC037B;;0.1
LQC037C;;0.1
LQC044A;;0.1
LQC044C;;0.1
LQC045C;;0.1
LQC048A;;0.1
LQC052C;;0.1
LQC053A;;0.1
LQC053B;;0.1
LQC053C;;0.1
LQC054B;;0.1
LQC054C;;0.1
LQC058A;;0.1
LQC074C;;0.1
LQC138B;;0.1
LQC138C;;0.1
LQC147B;;0.1
LQC149B;;0.1
LQC149C;;0.1
LQC346C;;0.1
LQC348A;;0.1
LQC348C;;0.1
LQC349B;;0.1
LQC354A;;0.1
LQC354B;;0.1
LQC374C;;0.1
LQE002C;;0.1
LQE002X;;0.1
LQE002Y;;0.1
LQE002Z;;0.1
LQE004A;;0.1
LQE004C;;0.1
LQE004Y;;0.1
LQE005A;;0.1
LQE005C;;0.1
LQE008X;;0.1
LQE018A;;0.1
LQE018B;;0.1
LQE040A;;0.1
LQE040B;;0.1
LQE040Y;;0.1
LQE040Z;;0.1
LQE041B;;0.1
LQE041C;;0.1
LQE042C;;0.1
LQE053B;;0.1
LQE053C;;0.1
LQE053X;;0.1
LQE053Z;;0.1
LQE117A;;0.1
LQE117B;;0.1
LQE117C;;0.1
LQE117Z;;0.1
LQN005A;;0.1
LQN005B;;0.1
LQN005C;;0.1
LQN036B;;0.1
LQN036X;;0.1
LQN036Z;;0.1
LQN105A;;0.1
LQN105C;;0.1
LQN304A;;0.1
LQN304C;;0.1
LQN304D;;0.1
LQS002B;;0.1
LQS002C;;0.1
LQS011B;;0.1
LQS011X;;0.1
LQS012C;;0.1
LQS028O;;0.1
LQS313B;;0.1
LQS313C;;0.1
LQW003A;;0.1
LQW003D;;0.1
LQW013A;;0.1
LQW013B;;0.1
LQW033C;;0.1
LRC010Y;;0.1
LRC011B;;0.1
LRC012O;;0.1
LRC016A;;0.1
LRC016B;;0.1
LRC016X;;0.1
LRC017A;;0.1
LRC050A;;0.1
LRC050B;;0.1
LRC050C;;0.1
LRC066C;;0.1
LRC317B;;0.1
LRC317C;;0.1
LRE006A;;0.1
LRE008D;;0.1
LRE308C;;0.1
LRN001B;;0.1
LRN001C;;0.1
LRN003A;;0.1
LRN003C;;0.1
LRN004A;;0.1
LRN004B;;0.1
LRN006A;;0.1
LRN006Z;;0.1
LRN011A;;0.1
LRN011B;;0.1
LRN012C;;0.1
LRN013A;;0.1
LRN013B;;0.1
LRN013C;;0.1
LRN013D;;0.1
LRN014A;;0.1
LRN014X;;0.1
LRN016A;;0.1
LRN016B;;0.1
LRN016C;;0.1
LRN016D;;0.1
LRN027A;;0.1
LRN027B;;0.1
LRN027D;;0.1
LRN030O;;0.1
LRN035C;;0.1
LRN036B;;0.1
LRN036C;;0.1
LRN037B;;0.1
LRN037C;;0.1
LRN040A;;0.1
LRN040B;;0.1
LRN042A;;0.1
LRN042B;;0.1
LRN055A;;0.1
LRN055C;;0.1
LRN062A;;0.1
LRN072A;;0.1
LRN073B;;0.1
LRN078C;;0.1
LRN150B;;0.1
LRN171A;;0.1
LRN171C;;0.1
LRN171Z;;0.1
LRN305A;;0.1
LRN314A;;0.1
LRN314C;;0.1
LRN343A;;0.1
LRN343B;;0.1
LRN344A;;0.1
LRN344B;;0.1
LRN344C;;0.1
LRS004A;;0.1
LRS004C;;0.1
LRS004X;;0.1
LRS004Y;;0.1
LRS005B;;0.1
LRS005C;;0.1
LRS006A;;0.1
LRS006B;;0.1
LRS008A;;0.1
LRS008B;;0.1
LRS008D;;0.1
LRS009A;;0.1
LRS014B;;0.1
LRS014C;;0.1
LRS016A;;0.1
LRS016C;;0.1
LRS021C;;0.1
LRS027B;;0.1
LRS032B;;0.1
LRS033A;;0.1
LRS034A;;0.1
LRS035A;;0.1
LRS036A;;0.1
LRS036B;;0.1
LRS036Z;;0.1
LRS037A;;0.1
LRS040A;;0.1
LRS040B;;0.1
LRS040Z;;0.1
LRS041A;;0.1
LRS046A;;0.1
LRS046B;;0.1
LRS046C;;0.1
LRS046Z;;0.1
LRS048A;;0.1
LRS048C;;0.1
LRS048X;;0.1
LRS048Z;;0.1
LRS056C;;0.1
LRS308A;;0.1
LRS308Y;;0.1
LRS314A;;0.1
LRS314B;;0.1
LSC001B;;0.1
LSC038A;;0.1
LSC038B;;0.1
LSN010A;;0.1
LSN010B;;0.1
LSR039A;;0.1
LSR039C;;0.1
LTC002B;;0.1
LTC003A;;0.1
LTC003B;;0.1
LTC007A;;0.1
LTC007C;;0.1
LTC009A;;0.1
LTC011C;;0.1
LTC013B;;0.1
LTC017B;;0.1
LTC017C;;0.1
LTC018B;;0.1
LTC018C;;0.1
LTC020A;;0.1
LTC027A;;0.1
LTC029B;;0.1
LTC032B;;0.1
LTC033B;;0.1
LTC033C;;0.1
LTC036A;;0.1
LTC036C;;0.1
LTC037B;;0.1
LTC037C;;0.1
LTC038B;;0.1
LTC041A;;0.1
LTC041B;;0.1
LTC041C;;0.1
LTC042C;;0.1
LTC043B;;0.1
LTC045A;;0.1
LTC045B;;0.1
LTC046B;;0.1
LTC049A;;0.1
LTC051C;;0.1
LTC058B;;0.1
LTC058C;;0.1
LTC059A;;0.1
LTC301A;;0.1
LTC304A;;0.1
LTC304C;;0.1
LTE003C;;0.1
LTE004B;;0.1
LTE004C;;0.1
LTE005A;;0.1
LTE005B;;0.1
LTE005C;;0.1
LTE029A;;0.1
LTE029B;;0.1
LTN011A;;0.1
LTN011B;;0.1
LUC001O;;0.1
LUC010A;;0.1
LUC010B;;0.1
LUC010C;;0.1
LUC010D;;0.1
LUC310A;;0.1
LUC310C;;0.1
LUE002C;;0.1
LUE002Y;;0.1
LUE005A;;0.1
LUE005C;;0.1
LUE014B;;0.1
LUE014C;;0.1
LUE015A;;0.1
LUE015B;;0.1
LUE015C;;0.1
LUE015X;;0.1
LUE015Y;;0.1
LUE017A;;0.1
LUE019A;;0.1
LUE019C;;0.1
LUE022A;;0.1
LUE022C;;0.1
LUE022Y;;0.1
LUE024B;;0.1
LUE024C;;0.1
LUE025A;;0.1
LUE025B;;0.1
LUE025D;;0.1
LUE033A;;0.1
LUE033B;;0.1
LUE033C;;0.1
LUE033D;;0.1
LUE034B;;0.1
LUE034C;;0.1
LUE037A;;0.1
LUE037B;;0.1
LUE038A;;0.1
LUE038B;;0.1
LUE038C;;0.1
LUE039A;;0.1
LUE039B;;0.1
LUE040A;;0.1
LUE040B;;0.1
LUE041A;;0.1
LUE041B;;0.1
LUE041C;;0.1
LUE041X;;0.1
LUE041Y;;0.1
LUE041Z;;0.1
LUE043A;;0.1
LUE043B;;0.1
LUE043C;;0.1
LUE044B;;0.1
LUE047B;;0.1
LUE047C;;0.1
LUE048A;;0.1
LUE048W;;0.1
LUE048Y;;0.1
LUE048Z;;0.1
LUE049A;;0.1
LUE049C;;0.1
LUE049Y;;0.1
LUE051A;;0.1
LUE051C;;0.1
LUE054B;;0.1
LUE059C;;0.1
LUE060A;;0.1
LUE060B;;0.1
LUE061B;;0.1
LUE061C;;0.1
LUE061Z;;0.1
LUE062A;;0.1
LUE062B;;0.1
LUE062X;;0.1
LUE063A;;0.1
LUE063B;;0.1
LUE064A;;0.1
LUE068A;;0.1
LUE068B;;0.1
LUE068C;;0.1
LUE070C;;0.1
LUE076A;;0.1
LUE076C;;0.1
LUE077A;;0.1
LUE077B;;0.1
LUE077C;;0.1
LUE078C;;0.1
LUE080P;;0.1
LUE081A;;0.1
LUE081B;;0.1
LUE081C;;0.1
LUE088C;;0.1
LUE092O;;0.1
LUE121B;;0.1
LUE121C;;0.1
LUE126A;;0.1
LUE131A;;0.1
LUE302B;;0.1
LUE302C;;0.1
LUE302Z;;0.1
LUE314A;;0.1
LUE314B;;0.1
LUE314C;;0.1
LUE318A;;0.1
LUE318B;;0.1
LUE319A;;0.1
LUE319B;;0.1
LUE319Z;;0.1
LUE322A;;0.1
LUE324B;;0.1
LUW005A;;0.1
LUW005B;;0.1
LUW006C;;0.1
LUW006D;;0.1
LUW006Y;;0.1
LUW006Z;;0.1
LUW009A;;0.1
LUW009B;;0.1
LUW013A;;0.1
LUW013B;;0.1
LUW013C;;0.1
LUW014A;;0.1
LUW018A;;0.1
LUW018B;;0.1
LUW018Z;;0.1
LVC001A;;0.1
LVC001B;;0.1
LVC002A;;0.1
LVC002B;;0.1
LVC002C;;0.1
LVC003C;;0.1
LVC004A;;0.1
LVC004C;;0.1
LVC007A;;0.1
LVC007C;;0.1
LVC014A;;0.1
LVC014B;;0.1
LVC025A;;0.1
LVC026A;;0.1
LVC026B;;0.1
LVC028O;;0.1
LVC028P;;0.1
LVC307C;;0.1
LVC314A;;0.1
LVC314C;;0.1
LVE007A;;0.1
LVE008C;;0.1
LVE008X;;0.1
LVE008Y;;0.1
LVE011A;;0.1
LVE011B;;0.1
LVE011Y;;0.1
LVE011Z;;0.1
LVE012A;;0.1
LVE012C;;0.1
LVE012X;;0.1
LVE012Z;;0.1
LVE014A;;0.1
LVE014B;;0.1
LVE014C;;0.1
LVE015A;;0.1
LVE016B;;0.1
LVN002B;;0.1
LVS003B;;0.1
LVW005O;;0.1
LVW022A;;0.1
LVW032B;;0.1
LVW046O;;0.1
LWC002C;;0.1
LWC003A;;0.1
LWC003C;;0.1
LWC004A;;0.1
LWC004B;;0.1
LWC005C;;0.1
LWC007A;;0.1
LWC008C;;0.1
LWC011C;;0.1
LWC012A;;0.1
LWC012B;;0.1
LWC022A;;0.1
LWC022C;;0.1
LWC026A;;0.1
LWC026B;;0.1
LWC301C;;0.1
LWS005C;;0.1
LWS303A;;0.1
LWW002B;;0.1
LWW002C;;0.1
LWW002Z;;0.1
LXC002A;;0.1
LXC002B;;0.1
LXC002C;;0.1
LXC003A;;0.1
LXC003C;;0.1
LXC004C;;0.1
LXC006A;;0.1
LXC006B;;0.1
LXC007B;;0.1
LXC011C;;0.1
LXC012B;;0.1
LXC012C;;0.1
LXC014C;;0.1
LXC015A;;0.1
LXC016A;;0.1
LXC016B;;0.1
LXC016C;;0.1
LXC018C;;0.1
LXC019A;;0.1
LXC019C;;0.1
LXC021B;;0.1
LXC022A;;0.1
LXC022B;;0.1
LXC022C;;0.1
LXC023A;;0.1
LXC023B;;0.1
LXC023C;;0.1
LXC024A;;0.1
LXC024C;;0.1
LXC025B;;0.1
LXC025C;;0.1
LXC026A;;0.1
LXC026B;;0.1
LXC027A;;0.1
LXC027C;;0.1
LXC030A;;0.1
LXC030C;;0.1
LXC031A;;0.1
LXC032A;;0.1
LXC032C;;0.1
LXC033A;;0.1
LXC033B;;0.1
LXC035A;;0.1
LXC035B;;0.1
LXC036C;;0.1
LXC038A;;0.1
LXC038C;;0.1
LXC039B;;0.1
LXC040A;;0.1
LXC041B;;0.1
LXC042A;;0.1
LXC042B;;0.1
LXC045B;;0.1
LXC048B;;0.1
LXC053B;;0.1
LXC055A;;0.1
LXC056B;;0.1
LXC057A;;0.1
LXC057B;;0.1
LXC058C;;0.1
LXC061C;;0.1
LXC068C;;0.1
LXC074B;;0.1
LXC074C;;0.1
LXC102A;;0.1
LXC104A;;0.1
LXC104C;;0.1
LXC107B;;0.1
LXC107C;;0.1
LXC109A;;0.1
LXC109B;;0.1
LXC109C;;0.1
LXC112B;;0.1
LXC113B;;0.1
LXC114A;;0.1
LXC114B;;0.1
LXC114C;;0.1
LXC118A;;0.1
LXC121A;;0.1
LXC121C;;0.1
LXC123B;;0.1
LXC126A;;0.1
LXC126B;;0.1
LXC126C;;0.1
LXC127C;;0.1
LXC128A;;0.1
LXC128B;;0.1
LXC128C;;0.1
LXC129B;;0.1
LXC129C;;0.1
LXC132A;;0.1
LXC132B;;0.1
LXC132C;;0.1
LXC134B;;0.1
LXC139A;;0.1
LXC142C;;0.1
LXC158A;;0.1
LXC158B;;0.1
LXC159C;;0.1
LXC160C;;0.1
LXC161B;;0.1
LXC161C;;0.1
LXC162A;;0.1
LXC164A;;0.1
LXC164B;;0.1
LXC165A;;0.1
LXC165C;;0.1
LXC167A;;0.1
LXC167B;;0.1
LXC170B;;0.1
LXC170C;;0.1
LXC171A;;0.1
LXC171B;;0.1
LXC177C;;0.1
LXC179B;;0.1
LXC179C;;0.1
LXC180A;;0.1
LXC180B;;0.1
LXC180C;;0.1
LXC181A;;0.1
LXC303A;;0.1
LXC303C;;0.1
LXC304B;;0.1
LXC304C;;0.1
LXC305C;;0.1
LXC309A;;0.1
LXC312B;;0.1
LXC316B;;0.1
LXC317B;;0.1
LXC321A;;0.1
LXC322B;;0.1
LXC324C;;0.1
LXC347A;;0.1
LXC347C;;0.1
LXC349A;;0.1
LXC349B;;0.1
LXC349C;;0.1
LXC350A;;0.1
LXC350C;;0.1
LXC364C;;0.1
LXC406C;;0.1
LXC408B;;0.1
LXC411B;;0.1
LXC607C;;0.1
LXC613C;;0.1
LXC615C;;0.1
LXC651B;;0.1
LXN002C;;0.1
LXN012A;;0.1
LXN013A;;0.1
LXN013C;;0.1
LXN017B;;0.1
LXN017C;;0.1
LXS004A;;0.1
LXS004B;;0.1
LXS005A;;0.1
LXS006A;;0.1
LXS006C;;0.1
LXS079A;;0.1
LXS081C;;0.1
LXS088A;;0.1
LXS090B;;0.1
LXS090C;;0.1
LXS091A;;0.1
LXS091B;;0.1
LXS091C;;0.1
LXW005A;;0.1
LXW005B;;0.1
LXW008A;;0.1
LXW008B;;0.1
LXW009A;;0.1
LXW046B;;0.1
LXW060B;;0.1
LXW078B;;0.1
LXW079A;;0.1
LXW083A;;0.1
LXW083B;;0.1
LXW096A;;0.1
LXW140B;;0.1
LXW140C;;0.1
LXW163A;;0.1
LXW164B;;0.1
LXW164C;;0.1
LXW310C;;0.1
LYC001C;;0.1
LYC004B;;0.1
LYC005C;;0.1
LYC006B;;0.1
LYC006C;;0.1
LYC007A;;0.1
LYC007B;;0.1
LYC007C;;0.1
LYC008B;;0.1
LYC009A;;0.1
LYC020A;;0.1
LYC020B;;0.1
LYC020C;;0.1
LYC021C;;0.1
LYC023B;;0.1
LYC027C;;0.1
LYC028A;;0.1
LYC028C;;0.1
LZC001C;;0.1
LZC002C;;0.1
LZC003A;;0.1
LZC004A;;0.1
LZC004B;;0.1
LZC005C;;0.1
LZC006B;;0.1
LZC007C;;0.1
LZC008A;;0.1
LZC008B;;0.1
LZC008C;;0.1
LZC009C;;0.1
LZC010A;;0.1
LZC010B;;0.1
LZC016A;;0.1
LZC016C;;0.1
LZC017A;;0.1
LZC017B;;0.1
LZC020C;;0.1
LZC023A;;0.1
LZC023C;;0.1
MAC002B;;0.1
MAC008A;;0.1
MAC008C;;0.1
MAC017C;;0.1
MAC018B;;0.1
MAC018C;;0.1
MAC021A;;0.1
MAC021C;;0.1
MAC023A;;0.1
MAC023C;;0.1
MAC025A;;0.1
MAC026A;;0.1
MAC026B;;0.1
MAC026C;;0.1
MAC027A;;0.1
MAC027B;;0.1
MAC045A;;0.1
MAC045B;;0.1
MAC301A;;0.1
MAN001B;;0.1
MAN001C;;0.1
MAN003C;;0.1
MAN046A;;0.1
MAN046B;;0.1
MAN349A;;0.1
MBB002C;;0.1
MBB016B;;0.1
MBB035B;;0.1
MBB068A;;0.1
MBB084C;;0.1
MBB097A;;0.1
MBC041B;;0.1
MBH003A;;0.1
MBH010A;;0.1
MBH019A;;0.1
MBH019D;;0.1
MBH045A;;0.1
MBH045B;;0.1
MBH045C;;0.1
